review,sentiment
"I've noticed how all the other reviews of this film mention how ""wholesome"" and ""entertaining"" it is. These people need to get out of the house more often. I don't know why they're shilling for this vapid, insipid, brainless piece of fluff. Pat Boone has absolutely no acting talent whatsoever, and his ineptness is exceeded only by that of his co-star Pamela Austin, a former model (yet one more reason to outlaw the insidious practice of inflicting talentless models on an unsuspecting moveiegoing public, a foul habit that unfortunately persists to this day). A good supporting cast (Terry-Thomas, Edward Everett Hortyon, among others) tries hard to make some sense out of this, but to no avail. I noticed that two directors shared credit, although ""credit"" isn't the word I would use (neither is ""director""). As for ""wholesome entertainment,"" there are plenty of those types of movies available without torturing your loved ones by forcing them to sit through this. Find one of those films, and skip this one.",negative
"This movie was an excellent acted, excellent directed and overall had an excellent story. Ive had real life experiance with a boy like 'Radio'. At the football program in my town, weve had a mentally challenged boy every year practice, travel, and have fun with the football team. This movie is really true and i can identify with it 100%. A boy like 'Radio' just needs to feel like they belong to something; they need to feel like their life is worth living. Thats how 'Radio' feels and thats why that type of program is set up at my high school. This is a very touching movie that im glad has been brought to the big screen. My dad and I loved it and i will always remember this for being a movie that tells a riveting story of the goodness and kindness of man!",positive
"Cheap, amateurish, unimaginative, exploitative... but don't think it'll have redeeming amusement value. About as unentertaining, uninstructive and just plain dull as a film can be.",negative
"The cars in this movie are awesome. The acting in this movie is awful. The plot and driving scenes don't make much sense and are equally bad. If you get really bothered by movies where someone shifts and suddenly goes ridiculously faster, save yourself the trouble and money. Good movie for racing fans? Well, there is a part where they make the mistake of referring to a NASCAR driver as a rally car driver. If you can't tell the difference, go watch it, you'll have a blast. It really comes down to this, there are really really really nice cars in this movie, they are driven horribly and are completely unrealistic. The acting is horrible mainly because of the extremely bad plot. If you want to see hot girls, turn on mtv or vh1 instead. I am disappointed that such nice cars would be represented in such a bad movie. If the class of the cars were to match that of the movie, they should be racing with rusted bicycles.",negative
"Who doesn't have unresolved issues with parents? And which parents don't have unresolved issues with each other?<br /><br />I know, that sounds heavy. But this is played for laughs in the movie, making both the comedy better and the drama better. I've always like Paul Reiser and Peter Falk, and although I was a bit concerned that their star qualities might be too big for a small movie, I was enchanted from the very first scene.<br /><br />Especially entertaining were the discoveries that the son makes about his father as a person. And Peter Falk's monologue about being a hard-working, sacrificing father and husband was the perfect balancing point. Without that scene being acted so well, the movie would have seemed far less nuanced, and the character far less interesting.<br /><br />Nicely done, Paul and Peter!",positive
"Good animation, nice character design, and a light-hearted story make Suzumiya Haruhi no Yuutsu enjoyable to watch.<br /><br />After my first viewing, I thought that this anime was pretty good, but but was much better on for a second watch.<br /><br />This is because it is done out of chronological order, and once you re watch it in correct order you notice connections you didn't see before. (OR it may be that you see a second meaning to some events you didn't notice before) You may want to read the original novels (not manga) by Tanigawa Nagaru before/after seeing this. The anime is very good at visualizing every detail in the stories it shows.<br /><br />However, there are some short stories from the book that are not animated, but are referenced to.(bamboo w/ wishes attached shown in episode 14) Overall, this anime is actually very good once after brief analyzation of the plot (reading the book improves upon it as well). It is a nice break from the shounen-jump anime that seem to be taking over.",positive
"A film like Crossfire puts another film that spreads around its social consciousness- i.e. the recent film Crash- almost to shame. Not necessarily because either one puts forth its message of intolerance-is-rotten more significantly (although I'd wager Crash throws the hammer down much more thickly in comparison with this), but because of how the storytelling and contrivances never get much in the way like with Crash. Maybe it's not really necessary to compare the two, as Crossfire is in its core all deep into the film-noir vein like its going out of style. It was interesting actually to see what the director Edward Dmytryk said on the DVD interview, where he mentioned that the budget for the photography was significantly lower (on purpose) so that more could be spent on the actors, and the schedule went through at a very brisk, quick pace. But then what comes off then as being incredible about the picture is that you would think looking at many of the lighting set-ups that it took a lot to do. Just for a small scene, like when Robert Mitchum's Keeely first goes in for questioning under the Captain Robert Young- the contrasts of shadows seamlessly in the room is exquisite. That there are many other lighting set-ups that go even further with so little marks this as something essential in the realm of just the look of the noir period. Just take a look at a shot of characters on a stairwell, the bars silhouetted against them, and see what I mean.<br /><br />But back to the substance part of the film- it's really a story that consists of a murder mystery, but one that we as the audience don't take long to figure on the answer. It's then more about something else then in the mind and soul of a killer that wouldn't be found in a common crime picture then, as there are really no 'criminals' for the most part in the film. There's a very calculated risk with this then that characters could be too thin just to prop up the (worthwhile) message against anti-semitism. But Dmytryk's direction of his top-shelf cast, along with a really terrific script by John Paxton fleshes out the characters, least of which for what they should have to not seem too thin alongside the message. And what would a noir be then without some attitude to go along with it? Mitchum helps that along, even in scenes like between him and Young where its very much based in the situation of the story's moment (i.e. a detail in the plot), by injecting a little sly wit into some of the dialog. It may already be there in the lines, but he helps make the character with a good edge for his scenes.<br /><br />Then there's also Robert Ryan, who excels at Montgomery as a man who you know you don't like much at first, just through his b.s. demeanor, but you're not totally sure about either. Then once it starts to come clearer- ironically through a subjective view-point of the suspect Mitchell (George Cooper) at the apartment of the soon-to-be-deceased Samuels- his performance becomes a great balancing act of being full of crap and also rather frightening in his blind-way. It's a good performance when also countered with Cooper, who has actual personal issues that he faces and comes forward with regret and humility. It's really after the film ends that one thinks about a lot of this, however, and while you're watching the film it's more about getting into the dialog and the flow of the scenes, and in the sometimes stark, overpowering camera moves on the actors, so the message is in a way secondary. Not that it isn't an important one, especially for the time period (coming right off of WW2), but years later its seeing the actors, even the ones that don't get the big marquee status like Gloria Grahame as Ginny (the femme fatale of the picture, if it could've had time for one which it doesn't) and William Phipps as Leroy (the ""hick""), working off one another that sticks much strongly in the compacted screenplay.<br /><br />Dmytryk is also very wise in choosing to limit the musical score is powerful too, as for very long stretches we hear nothing, and mostly when it does come up it's incidental to the character's surroundings. He could've just as easily gone with added musical notes on some dramatic scenes for emphasis, most specifically the opening audience-grabber into the film. By sticking clear of that, and getting the right attitudes and nuance in camera and cast, it uplifts standards in genre material to a very fine, memorable level. My favorite scene would probably go to Finley's story about an Irish immigrant he tells to Leroy, where all such elements come into place well. It might not come in very high at the top of my favorite noirs- and I'd still throw-down Murder My Sweet as the director's masterpiece in this kind of picture- but it's assuredly higher in quality than something of the B-level too.",positive
"Warning Spoilers following. Superb recreation of the base in Antarctica where the real events of the film took place. Other than that, libelous!, scandalous! Filmed in Canada; presumably by a largely Canadian crew and cast. I caught the last half of this film recently on Global television here in Canada. Nothing much to say other than how thoroughly appalled I was at what a blatant piece of American historical revisionist propaganda it is; and starring Susan Sarandon of all people! I can only assume that Canadian born director Roger Spottiswoode was coerced to make the USAF the heroes of the film when in fact the real rescuers where a small private airline based in Calgary; Kenn Borek Air.",negative
"The club scenes in this film are extremely believable, Tim Curry is in his most venal mode, and there are enough drugs and violence here for two movies, maybe even three. What more do you require from an evening's entertainment? Pump up the volume.",positive
"This movie makes me think the others I've seen with Combs were an accident. The plot had more holes than I think I've ever seen in a movie purporting to be something more than a ""b"" movie. The acting was so laughable that not even the memories of Combs' past campy triumphs were enough to save it. Considering the script I have to imagine that there was not enough money in the budget for things like continuity and original ideas. I am thoroughly upset that I paid Blockbuster prices for this trash. The fact that it was made for television was something that would have helped me avoid this atrocity and frankly something that movies this poor should be required to warn you of. Avoid this movie no matter what.",negative
"I saw this film purely based on the fact that it was on the DPP Video Nasty list, and while I'm glad I saw it because it's now 'another Video Nasty down' - on its own merits, Andy Milligan's film really isn't worth bothering with. There are, of course, far worse films on the infamous list; but that doesn't make the pain of viewing this one any easier. The film was obviously shot on an extremely low budget, and that has translated into the script; as Blood Rites works on an idea often seen in horror cinema, and doesn't do anything new with it. Basically, the plot centres on three couples who find themselves at a house awaiting the results of a will. It's not long before they start getting picked off...blah blah blah. For most of the film, nothing happens; and then when we finally get down to the scenes that justify the movie being banned, they're so amateurish and silly that they're impossible to take seriously on any level. It's a very good thing that this movie doesn't have a very long running time as otherwise it could have been used as a particularly nasty method of torture. It all boils down to a fittingly tedious ending, which also succeeds in being a non-event of epic proportions. Apparently, this movie is still banned here in the UK; but somehow I doubt it's because of its shock value. Basically, Blood Rites isn't worth seeing and I personally can see no reason to recommend it. Unless, of course, you've made it your business to see everything on the Video Nasty list...",negative
"15 Park Avenue, well the name mystifies initially being an address from New York and film being set in Kolkata. However as the story unfolds, one realize the thin line that director tries to walk between Relationships, Social Cause and of course the world of Schizophrenia. I would say Aparna Sen is one director who has so much more to say and has so less time at disposal. Well no doubt she has managed to make a good movie. In a way she makes us realize that probably each one of us is looking for our own '15 Park Avenue'. Its an unending search within each of one of us...<br /><br />The powerhouse performance from Shabana Azmi is a treat to watch. Her screen presence brings whole lot of life into the scene. Indeed it was surprising to see her in such a powerful act after long because I expected it to be all the way Konkona Sen's terrain. Shabana makes you feel skin deep of an elder sister who is running the whole show for a rather unfortunate family and during this time she almost forgets to live her own life. She burdens all her ambitions and desires with ailing 18 year younger sister ( who is more like a daughter to her ) and an aging mother played by veteran Waheeda Rehman. As for the leading actress from Guide ( that's how I can recall her instantly ) there is hardly anything to say except few lines and tear drops here and there. Ever dependable Rahul Bose plays another pivotal role in the film, he shows the emotions of a middle age man with repent on his face to near perfection. This man really amazes me with the variety of work he has done. From a musician in Jhankar Beats to a liberal Muslim in Mr. & Mrs. Iyer and so many others. He is one versatile I really wish if he had some more shots in the first part of the movie as well. The cameo in the movie is by Shefali Shah (remember Satya and Monsoon Wedding). She looks really beautiful and depicts the role of a mother of 2 kids with real ease. She gives you a glimpse of today's Indian woman who is modern in approach but still conventional when it comes to her husband's prior relationships. <br /><br />The focus of camera has been Meethi, portrayed by Konkona. She and her schizophrenic world constitute the nucleus of 15 Park Avenue. She has really worked hard for the character but there are times when she is not able to relate with the audience. The fateful accident of her life tries to rope in sympathy and it has been only partially successful. <br /><br />The movie tries to address quite a few things in one go starting from the unique world of a disabled person to the unequal status of a female even in today's modern India and also the twisted relationships in a tattered family. And I believe Aparna has succeeded to certain extent. The helplessness of Meethi while she works as a journalist in a rural eastern state really gives us all a naked picture of the country we are so proud of. <br /><br />Well after I finished 15 Park Avenue, there was a sense of unquenched thirst within me. I wanted more out of this movie to drench me emotionally. It has been a commendable effort on the part of director except few hiccups. Must watch for all those who like to see a different cinema, something with a strong purpose.",positive
"I was Stan in the movie ""Dreams Come True"". Stan was the friend that worked at the factory with the main character and ended getting his arm smashed in the machinery and got carried out screaming (where was the ambulance?) The acting in this movie was for the most part pretty poor with mostly local actors from the Fox Valley, Wisconsin. I saw the movie on the big screen. It played 2 nights in 3 theaters and was something special to see yourself on the big screen. I may be bias, but overall, I enjoyed it. Also the soundtrack was the band Spooner, who later became Garbage. My brother, Steve Charlton was also in the movie. He played Swenson the man who comes to the door on crutches to talk with the police.",negative
"The movie starts good, it has a thing going for it. About 1/3 into the movie things go downhill. Carrey starts obsessing about the number 23 because he sees it everywhere. So what? Thats no reason to go nuts and start writing stuff all over your body and on walls.<br /><br />The acting by whoever is playing his son is bad. From the get-go, as soon as he hears of his fathers obsession, he jumps on the bandwagon and is hysterical about it. Totally unbelievable. I hope I never see this kid in another movie again.<br /><br />Its a waste of time watching this movie. Grab another. Boring piece of ... well. The number is killing him? Give me a break. I won't spoil the ending for you, but let's just say it is equally disappointing.<br /><br />3 / 10.",negative
"Lion King 1 1/2 is a very fun and addictive sequel. Don't expect the production values of a theatrical release, but do expect the highest quality of direct to video release.<br /><br />It is set up as Timon & Pumba begin watching the original Lion King in a darkened theater and abruptly switch tracks and begin narrating their own story. This is done with frequent comedic interruptions. For example, during one particular tense moment a home shopping commercial pops on and a chagrined Pumba realizes he has sat on the remote. These little moments pepper the movie, and whether you find them entertaining or not will greatly depend on your sense of humor. If you are particularly bothered by movies that deliberately remind the viewer is watching a movie, than this may not be your cup of tea.<br /><br />Animation is the best they've invested in the Disney DTV line, and is integrated almost seamlessly with the original material. The newer, independent material uses a lot of the artistic style of the original. The voice talents are all well performed, though I couldn't help thinking of Marge Simpson every time I heard Julie Kavner.<br /><br />Many of the jokes in the movie will be well recognized by viewers as recycled over the generations, but are presented more with the familiarity of comfortable quirks of old friends than annoyingly repetitive.<br /><br />The music has made me realize how much I enjoyed and miss a good musical integrated with a Disney feature. The toe-tapping opening feature of 'Dig A Tunnel' is well choreographed and hilarious. Timon and Pumba's take on the Lion King's opening sequence and their introduction to paradise are also amusing. The only problem was the reprise of the 'Dig A Tunnel' at the end of the movie, switching its lyrics and tune from defeatist to uplifting.<br /><br />Story line is pretty well done, and the integration of new plot elements is done almost perfectly, though the final bit during the hyena chased stretched the storyline credibility a little. The new story doesn't seem to handle saccharine or emotionally charged moments to well, and does better when it is resorting to full comedy. <br /><br />Overall, worth purchasing. If you like all the bonus features that come with a typical 2-disc set, then go for it. For the penny pincher who still is willing to invest on a good flick, wait until it drops four or more dollars and go rent it right away. <br /><br />Damion Crowley.",positive
"When this was released, I thought this was one of the most profane films ever made. However, thanks to Martin Scorcese and a few other filmmakers like him, there have been mainline films worse, language-wise, than this....but this is a pretty brutal assault on one's ears. Hey, I can take a lot of it, but this got ridiculous. In the first six minutes alone, I heard a half-dozen usage's of the Lord's name in vain plus an untold number of f-words. I wonder how many people walked out of the theater watching this in 1990? I couldn't have been the only one.<br /><br />Not surprisingly, some of the feature actors included Jennifer Jason-Leigh, Burt Young, Jerry Orbach and Rikki Lake. Since this film, Stephen Lang seems to have improved his image, at least playing the Godly ""Stonewall"" Jackson in ""Gods and Generals."" Lang's role here is just the opposite: perhaps the worst trashy person in the film and a character who falls in love with a transvestite by the end of the film.<br /><br />Depressing, gloomy, semi-pornographic, repulsive: these are just a few of the adjectives people used - even some Liberal critics - in describing this story, which is painted even worse in the novel. Of course, some of the better-known critics, all extreme Libs, praised the movie. However, they were the only ones. Most critics were disgusted, as well almost all of the paying public. It's unbelievable that anyone could praise filth and garbage like this.<br /><br />Trust me on this: there are no good, likable characters in this entire movie. This is a mean, sick film: one of the worst of the ""modern era."" That is, unless you enjoy seeing child abuse, drug abuse, teen prostitutes, on and on - two straight hours of nothing but atrocities and just plain evil people. No thanks.",negative
"I'd give this film a 1/10. This film is devoid of common cinematic substance and concentrates way too much upon the current ""skin trend"" in Bollywood movies. I'd definitely not recommend teenagers to watch this movie. What really makes me feel dejected is how could such an impressive banner like Yash Chopra Films ever succumb to such an awful production? They have perhaps forgotten to keep in view that there is a larger audience than ""adult"" audience too, which when exposed to these sort of gross movies,may wreck their growing mind set and succumb to things devoid of sense and recognition.<br /><br />On the whole, films must not only be entertaining, but also must comprise of some sense as well. Certainly, this film is an immense disappointment to Yash Chopra fans, especially me myself. I am really disappointed over the plot, acting and everything else. Why can't people put in some substance that can be cherished after confronted with in the films, at least for once throughout the film? The point is clear. I'd like to put my opinion in short: ""Horrible - Disappointment - Lot of Adult Material - Lack of sensible ""substance"" - Lack of normal psyche - Worthless - Could grab a Cornetto or a Temptations chocolate instead""",negative
"I was so surprised when I saw this film so much underrated... I understand why some of you dislike this movie. Its pace is slow, a characteristic of Japanese films. Nevertheless, if you are absorbed in the film like me, you will find this not a problem at all.<br /><br />I must say this is the best comedy I have ever seen. ""Shall We Dansu?"" is often considered a masterpiece of Japanese comedies. It is very different from Hollywood ones, e.g. Austin Powers or Scary Movies, in which a gag is guaranteed in every couple of minutes. Rather, it is light-hearted, a movie that makes you feel good.<br /><br />I love the movie because it makes me feel ""real"". The plot is straightforward yet pleasing. I was so delighted seeing that Sugiyama (the main role) has found the meaning of life in dancing. Before I watched the film I was slightly depressed due to heavy schoolwork. I felt lost. However, this film made me think of the bright side of life. I believed I was in the same boat of Sugiyama; if he could find himself in his hobby, why couldn't I? It reminded me of ""exploring my own future"" and discovering the happiness in my daily life.<br /><br />It is important to note that the actors are not professional dancers. While some of you may find the dancing scenes not as perfect as you expect, I kinda like it as it makes me feel that the characters are really ""alive"", learning to dance as the film goes on.<br /><br />Over all, this film is encouraging and heart-warming. As a comedy, it does its job perfectly. It definitely deserves 10 stars.<br /><br />And yes Aoki is funny :-D",positive
"I was greatly disappointed by the quality of this documentary. The content is poorly produced, very poor quality video and, especially awful audio. There's extremely little about how Bruce Haack produced his music and virtually no examples of direct connection to later and contemporary electronic music. The interviews of people who knew Bruce Haack are ad-hoc mostly inarticulate mumbo-jumbo. Too much yak and not enough Haack. Although I have a serious personal interest in electronic music and have a higher than average attention span, even for slow and/or difficult subject matter, I fell asleep while watching this documentary and had to review it to see the parts I slept through. If you watch this, make sure that you are set up, before viewing, like Alex in A Clockwork Orange. Bruce Haack deserves much better than this. Shame on the producer and director.",negative
"I've tried to reconcile why so many bad reviews of this film, while the vast majority of reviews are given a rating of between 7 and 10. The reason may be this film is kind of hard to describe in a positive review, although a few have done that quite nicely already. This film is confusing, depressing, and doesn't have a happy ending. I still gave Pola X a rating of 10, because it is basically for me literature and art combined on film. That is really my favorite kind of filmmaking. I've only seen two of Carax's films: this one and Mauvis Sang. As with this film, I'm being somewhat pretentious when I call this one of Carax's best films- but I am. Carax has a minimalist style. If that type of film does not appeal to you and is boring, then it would be best not to watch this. But Pola X was less minimalist than Mauvis Sang, so it had quite a lot of intensity for a thriller- at least for my taste. I found it quite interesting and absorbing. The two lead roles did an excellent job acting. (I mean the lead and the young woman he thought was his half sister.) Catherine D. is always great, but her role was not very large or significant in the story. But everyone did a fine job. I thought the cult stuff was great. It may have not been very believable, but that is due to its being rather abstract. There is a lot going on between the lines in this film. This is a very Freudian psycho-thriller.",positive
"WARNING: SPOILER,SPOILER,SPOILER!!!!<br /><br />This is written for filmgoers who may have walked away from ""Mood for Love"" perplexed and confused about paths the main characters choose in life. From reading other comments and reviews it seems that many viewers and critics missed some very important details which may have prevented them from enjoying this delightful tease of a movie.<br /><br />We are so use to seeing blatant SEX in narrations that we forget that there was a time when filmakers would suggest the ""dirty deed"" by simply showing the slack-mouthed couples ride off in a sleigh or haywagon only to return into the next scene with a bulging gut or a fat toddler stuck to the hip...""Meet your child"".<br /><br />The director chose the same nostalgic approach in telling the story of Mr Chow and Mrs Chan. Last warning...SPOILER SPOILER SPOILER<br /><br />Mr Chow fools Mrs Chan into showing her real emotions when they rehearse his departure forever. Next scene: Mrs Chan leans her head on Mr Chow in the taxi and says ""I do not want to go home tonight"". Translation: ""Let's Do It""<br /><br />Why then did the couple just not do the modern thing of dumping their cheating spouses,get a divorce,raise their love child and live happily ever after? The answer is that this whole story takes place in Hong Kong during the Sixties. A bastard would live in a bleak life of shame if he were the child of an adulteress;whereas,a ""legitimate"" child could live a tragic but noble/honest life if his mother chose to raise him away from his cheating ""father""-the invisible Mr Chan. In short,Mr Chow and Mrs Chan sacrifices their relationship for the future of their child.<br /><br />That is why Mr Chow,upon learning that Mrs Chan lives alone with a little boy gives a knowing smile and ends his dreams of making Mrs Chan his Mrs Chow. He then,also realizes why Mrs Chan went to all the way to Singapore to be with him,only to reconsiders at the last momment and leave..,choosing to never see him again.(But not before taking some unnamed keepsake) Mr Chow lives with this wonderful secret with no one to tell. No one,except for a crumbling temple wall and of course we the viewer,...but only if we listen carefuly.",positive
This is a great film with an amazing cast. Crispen Glover is at his freakiest . His guitar solo is amazing. Also watch out for a cameo by William Burroughs. Truly a cult classic. This is on my top ten list. Don't miss this twisted film.,positive
"Maya is a woman without any interests. She just dreams her life away and wonders, why she does not feel fulfilled. This could be an interesting topic. That would need a good story, a nice setting and good dialogues. It doesn't have any of these. This movie is totally boring. There are only lengths and no climaxes.The only climax is Shahrukh Khan. But although I am a huge fan of his, I couldn't stand this movie. Even he can't make this movie exiting. The movie is not as bad as ""King Uncle"" and if you're an Art-house fan or like it slow, you might maybe like it. It's not funny, it's not interesting, it's not catching. My recommendation: Don't watch it.",negative
"This is a bad movie. Not one of the funny bad ones either. This is a lousy bad one. It was actually painful to watch. The direction was awful,with lots of jumping around and the green and yellow hues used throughout the movie makes the characters look sickly. Keira Knightly was not convincing as a tough chick at all,and I cannot believe Lucy Liu and Mickey Rourke signed on for this criminal waste of celluloid. The script was terrible and the acting was like fingernails across a chalkboard. If you haven't seen it,don't. You are not missing anything and will only waste two hours of your life watching this drivel .I have seen bad movies before and even enjoyed them due to their faults. This one is just a waste of time.",negative
This is an excellent movie and I wish that they would put it out on DVD for people to purchase. It is difficult to try to catch it on TV all the time. As you do not know when one of the stations will decide to air it. Can someone tell me what file company make it so I can write to them and see if they will release it to the public? I only caught the last hour and a half yesterday and I only got to see it once last year. My sisters and I are all looking for it in every store that sells any videos. John Denver is an excellent singer and actor and the plot line is great. They put out some much older movies and I think that is great but there are quite a few that they have not put out and I think if we could contact the producers and voice our requests we might get some of them put out on DVD.,positive
"This movie is simply not worth the time or money spent. Full of clichés and a plot that makes absolutely no sense ! I cant believe that so many people have given this awful movie a 10. My guess is they are stooges of the movie maker. <br /><br />If I could give this movie a zero, I would. Too bad IMDb doesn't allow that. <br /><br />The only reason I watched it because I went with a friend who really wanted to see it. Whats sad is that I never had great expectations from this movie to begin with and yet I felt short changed. Take my word, don't waste your $8 on this piece of trash. The only entertainment I got out of the movie was making fun of the directors name. In all, highly NOT RECOMMENDED !",negative
"putting aside the ""i'm so sure""s and ""totally gnarly""s this is one of the sweetest and lifelike romances portrayed on film. deborah foreman (where is she now?) as julie and nicolas cage as randy are as classic as romeo and juliet, tony and maria, jake and samantha... you can't help but fall in love with them. plus the soundtrack - the plimsouls, sparks, the furs, the flirts, and of course, modern english - is also outstanding. for fans of films about young love, i'd equally recommend the recent film all the real girls by david gordon green.",positive
"It started out with an interesting premise. I always like Civil War stuff and ancient secret societies. The more the film progressed, the more I realized that this was a B movie at best. In the latter half, it quickly became a C movie, then D, then F, then ""I wish that this wasn't a rental so that I could put it in the microwave!"" I can't say that the acting in all cases was awful, just most. The writing, however... I never read the book. Maybe the book is well written. The screenplay was written by a 10 year old. It was ridiculously shallow, the dialog drab and uninteresting, the characters about as interesting as a 5 pound bag of fertilizer. I really hated this movie, as did my wife. I am a Christian and I have no problem with movies that promote or support Christianity. This movie did a great disservice to the cause. Awful, terrible, worthless. If you liked it, I strongly recommend Superman 4.",negative
"A film that is so much a 30's Warners film in an era when each studio had a particular look and style to their output, unlike today where simply getting audiences is the object.<br /><br />Curitz was one of the quintessential Warners house directors working with tight economy and great efficiency whilst creating quality, working methods that were very much the requirements of a director at Warners, a studio that was one of the ""big five"" majors in this era producing quality films for their large chains of theatres.<br /><br />Even though we have a setting of the upper classes on Long Island there is the generic Warners style embedded here with a narrative that could have been ""torn from the headlines"". Another example is the when the photographers comment on the girls legs early in the film and she comments that ""They're not the trophies"" gives the film a more working mans, down to earth feel, for these were the audiences that Warners were targeting in the great depression. (ironically Columbia and Universal were the two minors under these five majors until the 50's when their involvement in television changed their fortunes - they would have made something like this very cheaply and without the polish and great talent) Curtiz has created from an excellent script a film that moves along at a rapid pace whilst keeping the viewer with great camera angles and swift editing.<br /><br />Thank heavens there is no soppy love interest sub-plot so the fun can just keep rolling along.",positive
"I got this DVD well over 2 years ago and only decided to watch it yesterday. I don't know why it took me so long as I do like the Inspector Gadget show and even the new Gadget and the Gadgetinis. While it may have a bright color pallet and all the technical sophistication of a modern animated movie, there are some old things missing that bog this Gadget right down the toilet.<br /><br />First of all the classic Inspector Gadget theme song and music is completely absent. The composer tries to compromise by doing a score that sounds similar but it's still just no good enough. The Gadget-mobile is now a talking car, not a car that can turn into a van. Plus it looks a lot cuter and rounder instead of being plain cool. Penny no longer has her computer book and she and Brain hardly make an appearance at all.<br /><br />The plot is non-existent. There's something about a transformation formula and Doctor Claw using for some never revealed evil but that's all I got. What the deal was with the short/giant Italian guy I will never know. It had nothing to do with anything.<br /><br />And if the title is anything to go by, his last case is wrapped up in no way whatsoever. And he stays on the force so why it's called 'last case' is a mystery also.<br /><br />I wasn't impressed at all. This is an affront to a great animated show that is strangely absent on DVD, but don't let that prompt you into buying whatever Inspector Gadget DVDs you can. I sold this mere seconds after finally watching it. No kid will like or appreciate this and no fan of the old show with tolerate it.",negative
"This episode of Buffy was one of my personal favorites. Also number three of Joss' personal favorites as well. The episode featured very little dialogue and despite that the good folks at the Emmy's decided it merited a nomination. Unfortunately it didn't win. When Hush first premiered it received about 6 million viewers, which was the highest rated episode of season four. That should tell you something. Even though there was very little talking it managed to intrigue people enough to tune in. Those gentlemen characters (who were played my mimes) were some of the scariest creatures the show has produced (or any network TV show I've seen). Nothing is creepier then a bunch of silver teethed men coming at you with a scalpel while smiling away. I think that despite the lack of dialogue the actors did a fantastic job on the episode.",positive
"Bulletproof is quite clearly a disposable film. The kind where bullet riddled good guys and bad guys are splatted everywhere, so much so that you really aren't supposed to see them as human. The yawns between the lines from Wayans and Sandler are extensive indeed. They try hard but , alas and alack, persona itself does not a good film make. Jimmy Caan plays a nifty villain but he's always had that redneck edge at the ready. My favorite's scene is the repeated clips of a TV ad in which Caan reveals the virtues of America can be shown to the world by having 2 cars in every garage. Aside from that it's a buddy movie with guns for brains. Pass on this one.",negative
"I think this movie was made as good as it could have been. With only 4 months and a 52000$ budget - I'm surprised this wasn't worse. If you are not to care about the CG or special effects, this movie is great.<br /><br />Okay, the movie is not that well made (I'm sure it could have been but, you try to do better in only 4 months) but the story is good and the movie is rather exciting.<br /><br />DOn't trust me when I say that this movie is good, cause I also find the 1933 King Kong to be good.<br /><br />I must confess that I didn't watch the complete movie either... I might have fast forwarded some minutes here and there...",positive
"I gave this 4 stars because it has a lot of interesting themes many here have already mentioned. From the domestic violence, to sexuality and many of the taboos therein. Outside of the gore I really would not call this horror so much as I would science fiction.<br /><br />It's bleak, depressing and hopeless. While I don't mind a less than cheery ending, I'm really very tired of the ""humans suck"" cliché that's central to every movie. I know you can't get a liberal arts degree today without bowing to the alter of self-hatred as a member of the human race, but how's 'bout as a writer/director we pretend we are different than everyone else in the pack and notice that the ALIENS KILLING THE HUMAN RACE are evil! Right now, if you are reading this and believe that humanity deserves to die, just go out, find a lake and swim 'til your arms are tired. This way you won't be around to direct the next film or write the next book telling me I deserve to die for being alive. It's silly, not thoughtful, and boring.",negative
"One of my all time favourite films, ever. Just beautiful, full of human emotion, wit, humour, intelligence. The story grows, as does the lesson of life, just a wonderful film in so many ways.<br /><br />The cast are also fantasic..... a great selection of the finest British talent around. I loved them all for every diverse element brought into the film.<br /><br />Italy has to be one of the most romantic places to form a story such as this, - everything about this film works.<br /><br /> I love it :)",positive
"This is a really mediocre film in the vein of ""Buckaroo Banzai."" The cast runs around like ""Mad Max"" wannabes, and they seem to be sharing a joke that they do not want to share with the audience. Wheeler-Nicholson is one of the those guilty pleasure actresses you are delighted to stumble across in films, but she isn't worth the price of rental. Space Maggot starts an electrical fire, and burns a vote of 4.",negative
"being a high school student,i have to take a health class. this year, the topic is drugs. we learn about the harm they can cause a person. from what we talk about, i still believe and know that drugs can really mess a person up. anyway, my teacher wanted us to watch this. naturally, we groan and start to sleep, but like the rest of my class, i actually did enjoy this movie. it was totally real, and not sugar coated at all. the characters were amazing and believable. even the plot was outstandingly realistic and believable. what i liked about this movie mainly was how it got the point of the effect's drugs can take on an abuser, and the consequences the person has to deal with. everyone reassures themselves that nothing bad will happen to them. well lets get serious. anything can happen in a small town, even to your best friend, like Sam and Chris. this movie shows it. a person can really learn a lot from watching this. it was pretty effective.",positive
